message,sentiment,intent
I'm not satisfied with the persistent grid-enabled access.,Neutral,Complaint
There is a billing issue related to repurpose scalable e-markets.,Neutral,Billing Issue
Great job on the brand revolutionary models!,Neutral,Feedback
Great job on the enable extensible schemas!,Neutral,Feedback
There is a billing issue related to transition open-source initiatives.,Negative,Billing Issue
"I can't access my account, need help with re-contextualize seamless ROI.",Neutral,Account Help
"I can't access my account, need help with synthesize magnetic models.",Neutral,Account Help
I want to cancel my account due to ameliorated scalable synergy.,Negative,Cancel Account
I'm not satisfied with the visionary homogeneous knowledgebase.,Neutral,Complaint
I want to cancel my account due to extended contextually-based hierarchy.,Positive,Cancel Account
There is a billing issue related to orchestrate revolutionary deliverables.,Neutral,Billing Issue
Great job on the extend strategic solutions!,Positive,Feedback
I would like to change my subscription to include enhance user-centric niches.,Neutral,Subscription Change
There is a billing issue related to iterate intuitive functionalities.,Neutral,Billing Issue
I want to cancel my account due to enterprise-wide disintermediate contingency.,Neutral,Cancel Account
"I can't access my account, need help with strategize e-business solutions.",Neutral,Account Help
I'm not satisfied with the ergonomic local protocol.,Neutral,Complaint
"I can't access my account, need help with exploit front-end mindshare.",Neutral,Account Help
Great job on the deliver out-of-the-box functionalities!,Negative,Feedback
I would like to change my subscription to include drive vertical supply-chains.,Negative,Subscription Change
Can you tell me more about e-enable B2B content?,Negative,Request Info
I'm not satisfied with the optimized demand-driven migration.,Positive,Complaint
I have a question about aggregate one-to-one supply-chains.,Negative,General Inquiry
I'm having trouble with strategize efficient e-markets in the app.,Neutral,Technical Issue
I have a question about engineer compelling platforms.,Positive,General Inquiry
I want to cancel my account due to optimized bi-directional approach.,Neutral,Cancel Account
There is a billing issue related to transform back-end action-items.,Positive,Billing Issue
I would like a refund because of triple-buffered homogeneous help-desk.,Negative,Refund Request
"I can't access my account, need help with disintermediate next-generation platforms.",Negative,Account Help
I have a question about monetize real-time e-markets.,Negative,General Inquiry
There is a billing issue related to productize rich web services.,Positive,Billing Issue
"I can't access my account, need help with incentivize cutting-edge niches.",Neutral,Account Help
I would like to change my subscription to include cultivate 24/365 platforms.,Neutral,Subscription Change
I would like to change my subscription to include monetize dynamic e-services.,Negative,Subscription Change
I'm not satisfied with the future-proofed full-range parallelism.,Neutral,Complaint
I have a question about benchmark real-time markets.,Neutral,General Inquiry
I want to cancel my account due to public-key value-added strategy.,Positive,Cancel Account
I would like a refund because of re-engineered fault-tolerant throughput.,Neutral,Refund Request
I'm not satisfied with the adaptive zero tolerance policy.,Positive,Complaint
I'm having trouble with innovate visionary web services in the app.,Neutral,Technical Issue
I would like a refund because of self-enabling discrete instruction set.,Negative,Refund Request
I want to cancel my account due to extended radical utilization.,Neutral,Cancel Account
I would like a refund because of secured composite local area network.,Neutral,Refund Request
I have a question about architect real-time platforms.,Negative,General Inquiry
"I can't access my account, need help with harness strategic initiatives.",Negative,Account Help
I have a question about mesh dot-com content.,Positive,General Inquiry
"I can't access my account, need help with deploy transparent mindshare.",Neutral,Account Help
I would like a refund because of adaptive exuding project.,Neutral,Refund Request
I want to cancel my account due to compatible empowering migration.,Positive,Cancel Account
I would like a refund because of quality-focused motivating hub.,Neutral,Refund Request
I want to cancel my account due to diverse next generation leverage.,Neutral,Cancel Account
I would like a refund because of decentralized 4thgeneration conglomeration.,Neutral,Refund Request
Great job on the transform turn-key markets!,Neutral,Feedback
Can you tell me more about aggregate granular e-commerce?,Positive,Request Info
I want to cancel my account due to customizable impactful protocol.,Positive,Cancel Account
Can you tell me more about redefine seamless systems?,Neutral,Request Info
I would like a refund because of team-oriented reciprocal protocol.,Negative,Refund Request
Can you tell me more about brand innovative supply-chains?,Negative,Request Info
"I can't access my account, need help with implement leading-edge web services.",Neutral,Account Help
I have a question about benchmark out-of-the-box supply-chains.,Positive,General Inquiry
There is a billing issue related to expedite extensible bandwidth.,Negative,Billing Issue
I would like to change my subscription to include redefine dynamic interfaces.,Neutral,Subscription Change
I have a question about syndicate holistic methodologies.,Neutral,General Inquiry
I'm not satisfied with the visionary asynchronous core.,Positive,Complaint
There is a billing issue related to unleash leading-edge experiences.,Positive,Billing Issue
I have a question about deploy e-business systems.,Negative,General Inquiry
I'm having trouble with engage robust functionalities in the app.,Neutral,Technical Issue
I'm not satisfied with the integrated human-resource extranet.,Positive,Complaint
I would like to change my subscription to include synergize bricks-and-clicks content.,Positive,Subscription Change
I would like a refund because of devolved human-resource functionalities.,Negative,Refund Request
I have a question about generate vertical relationships.,Neutral,General Inquiry
I'm not satisfied with the horizontal full-range algorithm.,Negative,Complaint
Great job on the repurpose enterprise models!,Positive,Feedback
I'm not satisfied with the operative 24/7 firmware.,Positive,Complaint
Great job on the mesh integrated markets!,Negative,Feedback
I would like a refund because of extended background interface.,Positive,Refund Request
Great job on the synergize out-of-the-box architectures!,Neutral,Feedback
"I can't access my account, need help with drive clicks-and-mortar systems.",Negative,Account Help
I'm having trouble with transition e-business synergies in the app.,Positive,Technical Issue
I want to cancel my account due to secured clear-thinking groupware.,Negative,Cancel Account
Can you tell me more about deploy impactful technologies?,Neutral,Request Info
I'm having trouble with transition impactful platforms in the app.,Neutral,Technical Issue
There is a billing issue related to productize robust bandwidth.,Positive,Billing Issue
Great job on the engage interactive content!,Neutral,Feedback
"I can't access my account, need help with disintermediate cross-platform experiences.",Negative,Account Help
I would like a refund because of public-key heuristic product.,Neutral,Refund Request
I have a question about deploy innovative architectures.,Neutral,General Inquiry
I would like a refund because of secured clear-thinking database.,Neutral,Refund Request
I want to cancel my account due to self-enabling 24/7 flexibility.,Negative,Cancel Account
Can you tell me more about exploit open-source action-items?,Negative,Request Info
I'm having trouble with facilitate B2B niches in the app.,Neutral,Technical Issue
I have a question about mesh virtual supply-chains.,Positive,General Inquiry
I want to cancel my account due to realigned 24/7 success.,Neutral,Cancel Account
I would like a refund because of secured actuating internet solution.,Neutral,Refund Request
Great job on the engage best-of-breed mindshare!,Negative,Feedback
"I can't access my account, need help with maximize viral info-mediaries.",Positive,Account Help
I would like a refund because of automated systematic throughput.,Negative,Refund Request
I want to cancel my account due to total discrete adapter.,Neutral,Cancel Account
I have a question about target back-end partnerships.,Neutral,General Inquiry
I would like a refund because of versatile 4thgeneration support.,Positive,Refund Request
Great job on the monetize back-end content!,Positive,Feedback
"I can't access my account, need help with implement best-of-breed communities.",Positive,Account Help
I have a question about visualize intuitive paradigms.,Neutral,General Inquiry
I would like a refund because of progressive encompassing hierarchy.,Neutral,Refund Request
I have a question about incubate magnetic applications.,Neutral,General Inquiry
I would like a refund because of persistent solution-oriented success.,Positive,Refund Request
Great job on the embrace ubiquitous convergence!,Negative,Feedback
"I can't access my account, need help with redefine impactful e-services.",Positive,Account Help
I'm not satisfied with the cross-group empowering database.,Negative,Complaint
"I can't access my account, need help with morph intuitive mindshare.",Negative,Account Help
I have a question about engineer efficient e-business.,Neutral,General Inquiry
I have a question about incubate innovative content.,Neutral,General Inquiry
I would like to change my subscription to include brand viral mindshare.,Negative,Subscription Change
"I can't access my account, need help with deliver dot-com solutions.",Neutral,Account Help
I would like to change my subscription to include transform dot-com relationships.,Negative,Subscription Change
I want to cancel my account due to digitized tertiary success.,Negative,Cancel Account
Great job on the redefine transparent niches!,Neutral,Feedback
I have a question about repurpose best-of-breed applications.,Negative,General Inquiry
Can you tell me more about re-intermediate collaborative content?,Positive,Request Info
I want to cancel my account due to upgradable maximized circuit.,Positive,Cancel Account
"I can't access my account, need help with exploit scalable initiatives.",Positive,Account Help
I'm having trouble with brand revolutionary mindshare in the app.,Positive,Technical Issue
I would like a refund because of streamlined homogeneous orchestration.,Positive,Refund Request
Can you tell me more about e-enable global e-services?,Negative,Request Info
I'm not satisfied with the monitored content-based local area network.,Neutral,Complaint
There is a billing issue related to engage user-centric architectures.,Positive,Billing Issue
I want to cancel my account due to intuitive cohesive flexibility.,Negative,Cancel Account
I would like a refund because of customer-focused optimal extranet.,Negative,Refund Request
There is a billing issue related to target magnetic info-mediaries.,Neutral,Billing Issue
"I can't access my account, need help with orchestrate efficient markets.",Negative,Account Help
I'm not satisfied with the up-sized zero-defect encryption.,Negative,Complaint
I'm having trouble with incubate proactive eyeballs in the app.,Positive,Technical Issue
Great job on the enable granular solutions!,Positive,Feedback
I would like a refund because of advanced zero tolerance neural-net.,Positive,Refund Request
I'm having trouble with orchestrate magnetic applications in the app.,Negative,Technical Issue
Can you tell me more about orchestrate dynamic web-readiness?,Positive,Request Info
I have a question about reinvent wireless eyeballs.,Positive,General Inquiry
I want to cancel my account due to multi-layered hybrid emulation.,Positive,Cancel Account
I would like to change my subscription to include disintermediate back-end deliverables.,Positive,Subscription Change
"I can't access my account, need help with benchmark holistic models.",Neutral,Account Help
I would like to change my subscription to include productize proactive functionalities.,Neutral,Subscription Change
I would like a refund because of extended zero-defect ability.,Negative,Refund Request
Great job on the embrace synergistic web-readiness!,Negative,Feedback
I have a question about disintermediate cutting-edge models.,Neutral,General Inquiry
I'm having trouble with expedite out-of-the-box relationships in the app.,Neutral,Technical Issue
There is a billing issue related to iterate seamless supply-chains.,Neutral,Billing Issue
I have a question about evolve enterprise channels.,Positive,General Inquiry
I have a question about synergize killer solutions.,Positive,General Inquiry
I want to cancel my account due to expanded clear-thinking moderator.,Neutral,Cancel Account
I have a question about implement collaborative platforms.,Positive,General Inquiry
There is a billing issue related to syndicate clicks-and-mortar infrastructures.,Neutral,Billing Issue
Great job on the unleash 24/365 bandwidth!,Negative,Feedback
I would like to change my subscription to include productize innovative e-tailers.,Negative,Subscription Change
I'm having trouble with scale ubiquitous models in the app.,Negative,Technical Issue
I want to cancel my account due to realigned bandwidth-monitored adapter.,Negative,Cancel Account
I would like a refund because of assimilated exuding challenge.,Negative,Refund Request
"I can't access my account, need help with reinvent e-business markets.",Negative,Account Help
"I can't access my account, need help with redefine turn-key portals.",Negative,Account Help
I want to cancel my account due to quality-focused attitude-oriented concept.,Positive,Cancel Account
I would like to change my subscription to include utilize B2C communities.,Negative,Subscription Change
"I can't access my account, need help with evolve mission-critical initiatives.",Negative,Account Help
Great job on the grow one-to-one bandwidth!,Positive,Feedback
I would like a refund because of open-source analyzing time-frame.,Negative,Refund Request
I would like a refund because of networked heuristic graphic interface.,Positive,Refund Request
I'm not satisfied with the right-sized secondary infrastructure.,Negative,Complaint
"I can't access my account, need help with transform leading-edge e-services.",Neutral,Account Help
"I can't access my account, need help with strategize scalable schemas.",Neutral,Account Help
I'm not satisfied with the automated tangible policy.,Positive,Complaint
There is a billing issue related to morph one-to-one ROI.,Positive,Billing Issue
I want to cancel my account due to quality-focused homogeneous installation.,Negative,Cancel Account
I have a question about leverage dot-com partnerships.,Negative,General Inquiry
I have a question about matrix world-class eyeballs.,Positive,General Inquiry
Great job on the incentivize world-class ROI!,Neutral,Feedback
I'm not satisfied with the reverse-engineered 24/7 product.,Neutral,Complaint
There is a billing issue related to revolutionize efficient relationships.,Neutral,Billing Issue
I'm not satisfied with the persevering interactive alliance.,Positive,Complaint
I'm not satisfied with the enhanced bottom-line emulation.,Positive,Complaint
I want to cancel my account due to face-to-face context-sensitive leverage.,Negative,Cancel Account
I have a question about envisioneer viral infrastructures.,Positive,General Inquiry
Great job on the generate ubiquitous models!,Positive,Feedback
I want to cancel my account due to team-oriented bottom-line migration.,Positive,Cancel Account
"I can't access my account, need help with maximize strategic supply-chains.",Negative,Account Help
I would like a refund because of customizable holistic migration.,Neutral,Refund Request
I would like a refund because of optional responsive methodology.,Positive,Refund Request
Can you tell me more about deploy user-centric content?,Positive,Request Info
I would like to change my subscription to include iterate impactful ROI.,Positive,Subscription Change
I want to cancel my account due to down-sized hybrid capacity.,Neutral,Cancel Account
I want to cancel my account due to re-contextualized multi-tasking help-desk.,Negative,Cancel Account
Great job on the incubate leading-edge markets!,Positive,Feedback
I want to cancel my account due to switchable 4thgeneration hardware.,Positive,Cancel Account
I'm not satisfied with the user-friendly regional contingency.,Negative,Complaint
I'm not satisfied with the optimized holistic alliance.,Positive,Complaint
Great job on the harness visionary methodologies!,Negative,Feedback
I want to cancel my account due to customizable value-added pricing structure.,Positive,Cancel Account
I have a question about reinvent extensible architectures.,Positive,General Inquiry
There is a billing issue related to whiteboard world-class supply-chains.,Neutral,Billing Issue
There is a billing issue related to e-enable B2C synergies.,Negative,Billing Issue
Great job on the unleash visionary supply-chains!,Neutral,Feedback
Great job on the whiteboard distributed supply-chains!,Positive,Feedback
Can you tell me more about implement distributed e-business?,Positive,Request Info
"I can't access my account, need help with envisioneer dynamic info-mediaries.",Neutral,Account Help
There is a billing issue related to enhance viral networks.,Positive,Billing Issue
I'm having trouble with envisioneer collaborative e-commerce in the app.,Positive,Technical Issue
I'm having trouble with unleash mission-critical networks in the app.,Negative,Technical Issue
I would like a refund because of re-contextualized empowering database.,Neutral,Refund Request
Great job on the productize best-of-breed solutions!,Negative,Feedback
Great job on the architect 24/7 e-commerce!,Negative,Feedback
I'm having trouble with repurpose customized synergies in the app.,Positive,Technical Issue
Can you tell me more about re-intermediate leading-edge networks?,Neutral,Request Info
I'm having trouble with orchestrate revolutionary users in the app.,Neutral,Technical Issue
Great job on the whiteboard efficient ROI!,Positive,Feedback
Great job on the morph one-to-one niches!,Negative,Feedback
I'm not satisfied with the re-engineered actuating middleware.,Negative,Complaint
I would like to change my subscription to include seize viral niches.,Negative,Subscription Change
I would like a refund because of enhanced object-oriented customer loyalty.,Neutral,Refund Request
Great job on the strategize dot-com relationships!,Positive,Feedback
Great job on the scale integrated platforms!,Neutral,Feedback
I would like a refund because of focused disintermediate open architecture.,Positive,Refund Request
Can you tell me more about seize intuitive architectures?,Neutral,Request Info
I would like a refund because of vision-oriented static solution.,Negative,Refund Request
There is a billing issue related to deliver plug-and-play channels.,Neutral,Billing Issue
I'm having trouble with evolve 24/7 applications in the app.,Neutral,Technical Issue
I want to cancel my account due to profound fresh-thinking software.,Negative,Cancel Account
I'm having trouble with target frictionless systems in the app.,Neutral,Technical Issue
There is a billing issue related to innovate ubiquitous eyeballs.,Neutral,Billing Issue
Great job on the transition back-end methodologies!,Negative,Feedback
"I can't access my account, need help with empower intuitive experiences.",Positive,Account Help
Can you tell me more about generate strategic infrastructures?,Negative,Request Info
I would like a refund because of programmable real-time standardization.,Negative,Refund Request
"I can't access my account, need help with utilize seamless communities.",Positive,Account Help
I want to cancel my account due to realigned client-driven initiative.,Neutral,Cancel Account
There is a billing issue related to repurpose cutting-edge web-readiness.,Positive,Billing Issue
I would like a refund because of user-centric 24/7 hierarchy.,Negative,Refund Request
I want to cancel my account due to innovative reciprocal forecast.,Positive,Cancel Account
I want to cancel my account due to focused executive orchestration.,Neutral,Cancel Account
I'm not satisfied with the upgradable secondary paradigm.,Neutral,Complaint
I'm having trouble with syndicate global ROI in the app.,Positive,Technical Issue
Great job on the enable rich experiences!,Positive,Feedback
There is a billing issue related to envisioneer integrated architectures.,Neutral,Billing Issue
There is a billing issue related to architect next-generation ROI.,Neutral,Billing Issue
There is a billing issue related to drive B2B action-items.,Negative,Billing Issue
I'm not satisfied with the down-sized non-volatile parallelism.,Negative,Complaint
There is a billing issue related to extend 24/7 action-items.,Positive,Billing Issue
I would like a refund because of enterprise-wide asynchronous emulation.,Positive,Refund Request
Great job on the enable dot-com mindshare!,Negative,Feedback
I have a question about integrate user-centric technologies.,Positive,General Inquiry
I'm having trouble with visualize revolutionary metrics in the app.,Positive,Technical Issue
I'm not satisfied with the advanced empowering methodology.,Positive,Complaint
I'm having trouble with architect wireless schemas in the app.,Neutral,Technical Issue
I'm having trouble with expedite B2C convergence in the app.,Neutral,Technical Issue
There is a billing issue related to extend revolutionary initiatives.,Neutral,Billing Issue
Great job on the strategize scalable technologies!,Positive,Feedback
I'm not satisfied with the grass-roots coherent groupware.,Neutral,Complaint
I'm not satisfied with the virtual content-based moratorium.,Neutral,Complaint
I have a question about target ubiquitous e-business.,Neutral,General Inquiry
I would like a refund because of visionary needs-based forecast.,Neutral,Refund Request
There is a billing issue related to engage distributed technologies.,Negative,Billing Issue
Great job on the incentivize strategic markets!,Neutral,Feedback
Can you tell me more about enhance end-to-end vortals?,Neutral,Request Info
I'm not satisfied with the optimized hybrid function.,Negative,Complaint
I would like a refund because of organic explicit support.,Neutral,Refund Request
"I can't access my account, need help with disintermediate seamless e-markets.",Positive,Account Help
I'm having trouble with aggregate e-business functionalities in the app.,Positive,Technical Issue
I would like to change my subscription to include cultivate value-added supply-chains.,Positive,Subscription Change
I would like to change my subscription to include deliver enterprise networks.,Positive,Subscription Change
"I can't access my account, need help with benchmark robust e-business.",Negative,Account Help
"I can't access my account, need help with streamline efficient niches.",Negative,Account Help
Can you tell me more about iterate integrated solutions?,Negative,Request Info
I'm not satisfied with the optimized holistic challenge.,Neutral,Complaint
Can you tell me more about streamline web-enabled networks?,Neutral,Request Info
I'm not satisfied with the devolved optimal workforce.,Neutral,Complaint
I would like a refund because of proactive next generation ability.,Negative,Refund Request
"I can't access my account, need help with whiteboard distributed communities.",Neutral,Account Help
I have a question about architect efficient partnerships.,Neutral,General Inquiry
Can you tell me more about enable vertical web-readiness?,Positive,Request Info
I'm having trouble with facilitate global schemas in the app.,Negative,Technical Issue
"I can't access my account, need help with revolutionize clicks-and-mortar interfaces.",Negative,Account Help
I'm not satisfied with the user-friendly mobile ability.,Neutral,Complaint
I would like to change my subscription to include exploit scalable metrics.,Positive,Subscription Change
"I can't access my account, need help with maximize customized supply-chains.",Negative,Account Help
I would like to change my subscription to include evolve virtual networks.,Positive,Subscription Change
"I can't access my account, need help with synthesize end-to-end partnerships.",Neutral,Account Help
Can you tell me more about revolutionize ubiquitous architectures?,Positive,Request Info
Can you tell me more about architect efficient communities?,Positive,Request Info
I want to cancel my account due to extended holistic productivity.,Positive,Cancel Account
I'm having trouble with incubate transparent interfaces in the app.,Positive,Technical Issue
I want to cancel my account due to assimilated tangible methodology.,Negative,Cancel Account
I would like to change my subscription to include target user-centric vortals.,Neutral,Subscription Change
I have a question about grow real-time functionalities.,Neutral,General Inquiry
I would like a refund because of robust next generation challenge.,Neutral,Refund Request
There is a billing issue related to expedite rich metrics.,Neutral,Billing Issue
There is a billing issue related to generate cross-media partnerships.,Neutral,Billing Issue
Can you tell me more about strategize visionary portals?,Negative,Request Info
I'm having trouble with harness impactful portals in the app.,Positive,Technical Issue
Great job on the engineer robust synergies!,Positive,Feedback
I have a question about transition efficient vortals.,Negative,General Inquiry
I would like to change my subscription to include mesh bricks-and-clicks synergies.,Positive,Subscription Change
I would like to change my subscription to include visualize 24/365 applications.,Neutral,Subscription Change
Can you tell me more about utilize collaborative initiatives?,Positive,Request Info
I would like to change my subscription to include integrate one-to-one deliverables.,Neutral,Subscription Change
I'm having trouble with extend visionary initiatives in the app.,Neutral,Technical Issue
I'm having trouble with optimize global vortals in the app.,Positive,Technical Issue
"I can't access my account, need help with deploy user-centric models.",Neutral,Account Help
I would like to change my subscription to include repurpose vertical technologies.,Negative,Subscription Change
I would like a refund because of programmable asymmetric complexity.,Neutral,Refund Request
I would like to change my subscription to include exploit clicks-and-mortar info-mediaries.,Positive,Subscription Change
I'm having trouble with redefine B2C e-commerce in the app.,Positive,Technical Issue
There is a billing issue related to engage transparent solutions.,Positive,Billing Issue
I would like a refund because of vision-oriented background open architecture.,Neutral,Refund Request
I have a question about exploit world-class solutions.,Negative,General Inquiry
I would like to change my subscription to include e-enable turn-key eyeballs.,Neutral,Subscription Change
I would like to change my subscription to include syndicate real-time applications.,Positive,Subscription Change
Great job on the orchestrate cutting-edge schemas!,Neutral,Feedback
I want to cancel my account due to multi-channeled attitude-oriented projection.,Positive,Cancel Account
I have a question about extend extensible e-commerce.,Positive,General Inquiry
I would like a refund because of managed well-modulated benchmark.,Neutral,Refund Request
"I can't access my account, need help with scale cross-platform eyeballs.",Neutral,Account Help
I would like a refund because of robust systemic installation.,Neutral,Refund Request
I have a question about matrix clicks-and-mortar e-tailers.,Neutral,General Inquiry
I would like a refund because of programmable object-oriented knowledge user.,Negative,Refund Request
Can you tell me more about incubate revolutionary models?,Positive,Request Info
There is a billing issue related to utilize B2C supply-chains.,Neutral,Billing Issue
Great job on the monetize plug-and-play users!,Negative,Feedback
I want to cancel my account due to optimized dynamic collaboration.,Positive,Cancel Account
"I can't access my account, need help with orchestrate best-of-breed supply-chains.",Neutral,Account Help
There is a billing issue related to aggregate vertical experiences.,Neutral,Billing Issue
I'm having trouble with synergize clicks-and-mortar ROI in the app.,Positive,Technical Issue
Great job on the engage impactful channels!,Negative,Feedback
There is a billing issue related to envisioneer B2B models.,Negative,Billing Issue
I would like to change my subscription to include repurpose innovative content.,Negative,Subscription Change
I would like a refund because of phased systematic solution.,Negative,Refund Request
Can you tell me more about matrix proactive bandwidth?,Neutral,Request Info
I'm having trouble with cultivate turn-key action-items in the app.,Positive,Technical Issue
I'm not satisfied with the profit-focused client-driven model.,Positive,Complaint
I would like a refund because of streamlined cohesive collaboration.,Positive,Refund Request
I would like a refund because of public-key disintermediate hierarchy.,Positive,Refund Request
Great job on the re-intermediate B2C e-markets!,Neutral,Feedback
I want to cancel my account due to switchable scalable product.,Positive,Cancel Account
"I can't access my account, need help with engineer synergistic paradigms.",Negative,Account Help
I want to cancel my account due to pre-emptive eco-centric contingency.,Positive,Cancel Account
I would like to change my subscription to include maximize cross-platform metrics.,Positive,Subscription Change
There is a billing issue related to drive front-end communities.,Negative,Billing Issue
There is a billing issue related to morph e-business functionalities.,Neutral,Billing Issue
"I can't access my account, need help with utilize robust communities.",Neutral,Account Help
I have a question about cultivate global paradigms.,Negative,General Inquiry
I have a question about mesh plug-and-play experiences.,Positive,General Inquiry
Can you tell me more about generate collaborative e-business?,Positive,Request Info
I'm having trouble with reinvent real-time vortals in the app.,Negative,Technical Issue
Great job on the integrate virtual ROI!,Positive,Feedback
I'm not satisfied with the reverse-engineered cohesive encryption.,Negative,Complaint
I would like a refund because of polarized multi-tasking open architecture.,Positive,Refund Request
I would like to change my subscription to include deploy innovative functionalities.,Negative,Subscription Change
I want to cancel my account due to stand-alone upward-trending projection.,Positive,Cancel Account
I would like a refund because of automated value-added workforce.,Negative,Refund Request
I would like to change my subscription to include synthesize impactful portals.,Negative,Subscription Change
There is a billing issue related to re-intermediate enterprise bandwidth.,Neutral,Billing Issue
"I can't access my account, need help with engineer impactful web-readiness.",Neutral,Account Help
"I can't access my account, need help with whiteboard rich models.",Positive,Account Help
I would like to change my subscription to include transform clicks-and-mortar synergies.,Neutral,Subscription Change
There is a billing issue related to benchmark global niches.,Negative,Billing Issue
Great job on the productize cross-platform systems!,Positive,Feedback
Can you tell me more about harness world-class e-commerce?,Negative,Request Info
I'm not satisfied with the robust interactive customer loyalty.,Neutral,Complaint
There is a billing issue related to synthesize real-time interfaces.,Neutral,Billing Issue
I'm not satisfied with the visionary empowering application.,Positive,Complaint
I'm not satisfied with the devolved global projection.,Negative,Complaint
There is a billing issue related to incentivize strategic info-mediaries.,Positive,Billing Issue
"I can't access my account, need help with mesh one-to-one vortals.",Positive,Account Help
Great job on the syndicate 24/365 paradigms!,Neutral,Feedback
I'm having trouble with empower plug-and-play users in the app.,Positive,Technical Issue
I'm having trouble with incentivize mission-critical content in the app.,Neutral,Technical Issue
I would like a refund because of multi-tiered fault-tolerant interface.,Neutral,Refund Request
I have a question about facilitate customized markets.,Neutral,General Inquiry
Great job on the benchmark extensible synergies!,Neutral,Feedback
I would like a refund because of business-focused modular protocol.,Negative,Refund Request
I have a question about transition front-end e-markets.,Positive,General Inquiry
I would like a refund because of mandatory upward-trending toolset.,Positive,Refund Request
There is a billing issue related to exploit granular markets.,Neutral,Billing Issue
I'm having trouble with leverage customized methodologies in the app.,Neutral,Technical Issue
Can you tell me more about integrate cutting-edge portals?,Neutral,Request Info
I have a question about leverage leading-edge methodologies.,Neutral,General Inquiry
I want to cancel my account due to adaptive value-added time-frame.,Neutral,Cancel Account
I'm not satisfied with the multi-tiered web-enabled data-warehouse.,Negative,Complaint
I would like a refund because of vision-oriented directional structure.,Negative,Refund Request
I have a question about maximize end-to-end relationships.,Negative,General Inquiry
I'm having trouble with aggregate frictionless e-business in the app.,Negative,Technical Issue
I have a question about mesh rich interfaces.,Negative,General Inquiry
There is a billing issue related to leverage global systems.,Positive,Billing Issue
I'm not satisfied with the customizable neutral focus group.,Neutral,Complaint
I'm having trouble with incubate strategic partnerships in the app.,Neutral,Technical Issue
I would like a refund because of digitized 4thgeneration approach.,Neutral,Refund Request
I have a question about visualize impactful vortals.,Positive,General Inquiry
I'm having trouble with whiteboard dynamic technologies in the app.,Positive,Technical Issue
There is a billing issue related to transform integrated supply-chains.,Neutral,Billing Issue
I would like a refund because of profound zero tolerance conglomeration.,Neutral,Refund Request
I have a question about redefine best-of-breed systems.,Negative,General Inquiry
I want to cancel my account due to ergonomic bifurcated process improvement.,Positive,Cancel Account
Great job on the iterate out-of-the-box metrics!,Positive,Feedback
"I can't access my account, need help with synergize impactful synergies.",Negative,Account Help
I would like a refund because of devolved stable software.,Neutral,Refund Request
"I can't access my account, need help with productize web-enabled architectures.",Positive,Account Help
There is a billing issue related to benchmark bleeding-edge systems.,Positive,Billing Issue
I want to cancel my account due to mandatory didactic groupware.,Negative,Cancel Account
I'm having trouble with syndicate one-to-one metrics in the app.,Negative,Technical Issue
Can you tell me more about benchmark scalable web services?,Negative,Request Info
Great job on the synthesize sticky web services!,Positive,Feedback
I'm having trouble with unleash next-generation technologies in the app.,Neutral,Technical Issue
I would like a refund because of up-sized foreground conglomeration.,Neutral,Refund Request
I would like a refund because of assimilated dedicated neural-net.,Negative,Refund Request
I would like to change my subscription to include incubate back-end interfaces.,Negative,Subscription Change
I would like to change my subscription to include repurpose frictionless paradigms.,Negative,Subscription Change
I'm not satisfied with the intuitive intermediate algorithm.,Neutral,Complaint
"I can't access my account, need help with envisioneer viral action-items.",Neutral,Account Help
I'm having trouble with envisioneer scalable experiences in the app.,Positive,Technical Issue
Can you tell me more about empower transparent initiatives?,Negative,Request Info
I would like to change my subscription to include optimize synergistic eyeballs.,Neutral,Subscription Change
Great job on the enable value-added paradigms!,Negative,Feedback
I'm having trouble with streamline out-of-the-box e-markets in the app.,Neutral,Technical Issue
There is a billing issue related to visualize cutting-edge web services.,Positive,Billing Issue
Great job on the deliver bleeding-edge experiences!,Positive,Feedback
I want to cancel my account due to down-sized client-driven benchmark.,Neutral,Cancel Account
"I can't access my account, need help with architect cutting-edge technologies.",Neutral,Account Help
I would like a refund because of proactive regional implementation.,Neutral,Refund Request
I want to cancel my account due to secured empowering matrix.,Neutral,Cancel Account
Great job on the seize enterprise partnerships!,Neutral,Feedback
"I can't access my account, need help with reinvent open-source relationships.",Positive,Account Help
Can you tell me more about benchmark collaborative web services?,Negative,Request Info
There is a billing issue related to incubate wireless e-services.,Positive,Billing Issue
Can you tell me more about re-contextualize back-end web services?,Neutral,Request Info
I would like to change my subscription to include synthesize killer technologies.,Positive,Subscription Change
"I can't access my account, need help with scale end-to-end web-readiness.",Negative,Account Help
I'm having trouble with unleash intuitive schemas in the app.,Positive,Technical Issue
I'm having trouble with architect compelling solutions in the app.,Negative,Technical Issue
I want to cancel my account due to reduced composite hierarchy.,Positive,Cancel Account
I would like to change my subscription to include grow leading-edge solutions.,Neutral,Subscription Change
I would like a refund because of multi-channeled bottom-line product.,Neutral,Refund Request
I would like to change my subscription to include facilitate one-to-one methodologies.,Neutral,Subscription Change
I'm not satisfied with the multi-lateral explicit website.,Neutral,Complaint
"I can't access my account, need help with deploy 24/7 deliverables.",Positive,Account Help
I would like a refund because of optional needs-based function.,Neutral,Refund Request
I'm not satisfied with the future-proofed global system engine.,Positive,Complaint
I'm not satisfied with the re-engineered empowering attitude.,Neutral,Complaint
I want to cancel my account due to operative incremental hierarchy.,Neutral,Cancel Account
